date,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED CARRY LICENSE VIOLATION,CRIM SEXUAL ASSAULT,CRIMINAL DAMAGE,CRIMINAL TRESPASS,DECEPTIVE PRACTICE,DOMESTIC VIOLENCE,GAMBLING,HOMICIDE,HUMAN TRAFFICKING,INTERFERENCE WITH PUBLIC OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR LAW VIOLATION,MOTOR VEHICLE THEFT,NARCOTICS,NON - CRIMINAL,NON-CRIMINAL,NON-CRIMINAL (SUBJECT SPECIFIED),OBSCENITY,OFFENSE INVOLVING CHILDREN,OTHER NARCOTIC VIOLATION,OTHER OFFENSE,PROSTITUTION,PUBLIC INDECENCY,PUBLIC PEACE VIOLATION,RITUALISM,ROBBERY,SEX OFFENSE,STALKING,THEFT,WEAPONS VIOLATION
1009,4,86,210,65,0,4,147,46,35,0,4,1,0,1,1,2,4,48,276,0,0,0,0,8,0,88,18,0,12,0,51,6,1,290,11
1010,1,78,291,73,0,4,137,37,37,0,2,3,0,1,1,2,3,59,135,0,0,0,0,8,0,96,20,0,12,0,59,6,1,292,22
1011,6,106,289,80,0,5,151,43,25,0,8,2,0,0,3,0,1,51,280,0,0,0,0,8,0,84,19,0,12,0,33,11,0,296,18
1012,3,94,312,82,0,5,177,43,38,0,2,1,0,1,3,0,3,56,193,0,0,0,0,7,0,83,24,0,10,0,50,1,2,313,15
1013,2,82,270,84,0,2,174,49,46,0,8,3,0,0,3,1,6,84,129,0,0,0,0,11,0,82,19,0,7,0,55,13,0,290,15
1014,2,67,312,64,0,6,175,38,28,0,7,0,0,1,0,1,4,73,129,0,0,0,0,4,0,98,13,0,8,0,56,8,0,279,17
1015,3,87,301,55,0,4,166,22,15,0,7,5,0,1,0,0,1,74,120,0,0,0,0,9,0,72,6,0,5,0,53,6,0,242,8
1016,2,95,230,87,0,4,154,41,25,0,5,1,0,0,3,1,1,62,148,0,0,0,0,9,0,79,17,0,2,0,57,7,1,281,18
1017,5,84,208,80,0,3,143,37,34,0,4,2,0,0,1,4,3,73,98,0,0,0,0,4,0,81,18,0,1,0,70,8,1,294,12
1018,2,84,233,84,0,6,158,36,48,0,2,2,0,1,1,1,5,62,86,0,0,0,0,8,0,87,25,0,8,0,55,5,0,313,11
1019,2,67,261,68,0,4,135,35,41,0,0,0,0,1,1,1,6,45,559,0,0,0,0,5,0,83,18,0,6,0,55,7,2,291,8
1020,4,93,210,83,0,4,178,35,46,0,1,5,0,1,2,0,4,62,526,0,0,0,0,5,0,67,18,0,8,0,60,5,0,320,14
1021,2,71,276,66,0,4,172,35,21,0,4,2,0,0,2,1,4,56,158,0,0,0,0,5,0,74,15,0,3,0,54,6,0,279,13
1022,6,71,240,54,0,5,169,28,25,0,2,0,0,1,1,2,2,63,132,0,0,0,0,7,0,81,8,0,4,0,44,6,1,275,20
1023,6,106,245,82,0,3,148,52,45,0,9,2,0,1,2,4,3,80,172,0,0,0,0,8,0,74,19,0,9,0,50,12,1,290,18
1024,4,87,250,67,0,4,140,45,41,0,1,1,0,1,2,1,1,63,162,0,0,0,0,8,0,80,26,0,7,0,66,7,0,307,17
1025,0,88,241,83,0,2,150,39,36,0,1,0,0,2,2,0,4,65,134,0,0,0,0,8,0,82,31,0,9,0,52,6,1,321,17
1026,1,79,244,71,0,3,142,50,45,0,2,1,0,1,3,1,2,54,192,0,0,0,0,11,0,78,25,0,7,0,47,12,0,274,23
1027,1,90,249,103,0,8,173,40,38,0,2,2,0,0,0,1,4,74,172,0,0,0,1,13,0,82,32,0,11,0,65,5,3,281,15
1028,2,78,237,102,0,6,179,44,31,0,2,0,0,2,1,0,3,68,159,0,0,0,0,9,0,86,12,0,2,0,57,9,0,283,6
1029,3,66,248,64,0,1,170,44,33,0,3,1,0,1,1,2,4,65,132,0,0,0,0,10,0,67,20,0,6,0,60,8,0,250,7
1030,5,78,190,90,0,2,152,56,49,0,5,1,0,2,2,4,4,70,147,0,0,0,0,8,0,85,10,0,8,0,49,1,1,271,11
1031,0,98,233,72,0,2,123,39,46,0,4,1,0,2,1,2,4,66,152,0,0,0,0,12,0,73,20,0,11,0,44,4,1,306,17
1032,2,84,237,94,0,3,138,48,35,0,2,2,0,1,4,1,3,74,173,0,0,0,0,9,0,72,19,0,8,0,60,2,1,268,12
1033,3,81,265,83,0,3,181,45,37,0,1,2,0,0,2,3,1,48,115,0,0,0,0,7,0,71,16,0,6,0,44,3,0,302,19
1034,1,96,324,89,0,5,284,45,46,0,2,0,0,0,2,1,4,64,98,0,0,0,0,8,0,71,18,0,8,0,66,3,3,268,18
1035,4,81,317,59,0,11,260,45,46,0,1,4,0,0,1,5,10,64,124,0,0,0,0,26,0,127,4,0,10,0,52,9,2,378,15
1036,1,70,252,45,0,8,164,26,27,0,3,2,0,2,0,3,1,63,107,0,0,0,0,11,0,67,7,0,5,0,53,6,0,212,10
1037,5,87,209,99,0,7,157,47,40,0,2,2,0,1,1,1,2,63,185,0,0,0,0,10,0,86,5,0,8,0,53,6,0,262,8
1038,6,86,235,77,0,4,155,52,42,0,3,2,0,2,1,3,2,64,186,0,0,0,0,7,0,81,16,0,4,0,48,13,0,258,18
1039,6,87,215,87,0,3,132,56,40,0,4,2,0,1,2,2,3,58,214,0,0,0,0,10,0,86,5,0,14,0,43,4,1,251,17
1040,0,85,228,90,0,1,145,42,28,0,5,1,0,4,1,0,1,54,167,0,0,0,0,5,0,88,15,0,9,0,56,10,0,262,11
1041,3,75,180,70,0,4,164,40,51,0,3,0,0,0,0,5,3,66,155,0,0,0,0,6,0,78,8,0,4,0,53,2,1,279,12
1042,1,60,209,51,0,2,187,44,36,0,1,0,0,2,1,2,4,68,151,0,0,0,0,10,0,69,5,0,7,1,43,4,0,247,14
1043,3,50,221,42,0,3,130,35,15,0,2,0,0,0,2,1,3,71,138,0,0,0,0,6,0,80,6,0,6,0,48,1,0,204,9
1044,5,79,198,83,0,3,134,58,26,0,5,5,0,1,1,1,0,88,132,0,0,0,0,7,0,78,11,0,3,0,53,12,1,294,11
1045,3,81,207,79,0,4,152,53,39,0,7,1,0,3,3,2,1,60,196,0,0,0,0,13,0,77,31,0,6,0,53,5,0,278,17
1046,3,72,194,77,0,4,146,55,46,0,2,1,0,0,0,2,3,61,155,0,0,0,0,4,0,81,15,0,7,0,54,7,0,273,13
1047,1,66,171,67,0,1,140,41,39,0,3,4,0,1,0,0,2,60,158,0,0,0,0,10,0,58,18,0,5,0,44,5,3,284,11
1048,3,79,247,76,0,1,159,60,37,0,2,2,0,0,1,2,2,68,140,0,0,0,0,6,0,76,58,0,6,0,42,5,0,286,12
1049,0,63,229,65,0,3,156,46,32,0,2,3,0,3,0,3,5,70,160,0,0,0,0,4,0,77,9,0,5,0,45,5,1,279,14
1050,4,63,205,52,0,7,133,36,23,0,4,2,0,2,1,0,6,67,128,0,0,0,0,11,0,61,6,0,2,0,43,3,1,214,10
1051,4,84,207,79,0,4,108,35,40,0,3,1,0,1,0,1,6,70,147,0,0,0,0,10,0,78,6,0,11,0,47,4,1,269,10
1052,3,84,201,71,0,2,119,42,35,0,1,2,0,0,0,2,3,60,150,0,0,0,1,5,0,88,8,0,5,0,55,6,0,249,9
1053,1,78,212,83,0,4,133,59,42,0,2,4,0,1,2,5,1,51,194,0,0,0,0,6,0,107,17,0,4,0,42,8,1,286,14
1054,1,84,273,87,0,5,170,44,48,0,4,0,0,1,2,4,4,70,184,0,0,0,0,9,0,101,18,0,8,0,46,5,1,283,18
1055,5,80,248,73,0,8,149,52,43,0,1,5,0,0,0,2,7,70,185,0,0,0,0,8,0,71,15,0,7,0,60,6,2,300,12
1056,3,81,238,80,0,8,176,42,38,0,6,2,0,1,2,0,4,67,148,0,0,0,0,10,0,56,25,0,6,0,46,5,0,287,12
1057,3,51,229,61,0,9,173,41,33,0,1,2,0,2,1,0,2,62,96,0,0,0,0,7,0,72,20,0,4,0,49,2,0,212,14
1058,1,65,208,72,0,1,105,42,41,0,4,0,0,1,1,0,1,69,128,0,0,0,0,9,0,76,10,0,6,0,50,5,1,281,11
1059,7,71,190,75,0,2,118,49,38,0,0,0,0,0,1,1,5,61,140,0,0,0,0,10,0,69,22,0,8,0,36,4,0,255,11
1060,1,70,215,79,0,3,160,42,48,0,5,3,0,1,1,1,3,79,151,0,0,0,0,8,0,70,14,0,3,0,38,6,1,276,8
1061,2,58,241,62,0,7,150,28,19,0,1,0,0,3,0,4,2,54,80,0,0,0,0,6,0,60,7,0,6,0,34,1,0,181,3
1062,2,44,199,52,0,6,138,41,29,0,1,0,0,1,1,3,1,51,137,0,0,0,0,9,0,78,10,0,6,0,40,1,0,246,6
1063,1,50,188,63,0,2,166,59,32,0,0,1,0,1,1,1,2,62,150,0,0,0,0,2,0,76,8,0,8,0,41,4,0,244,10
1064,1,70,214,52,0,5,204,51,20,0,2,0,0,0,0,0,3,62,317,0,0,0,0,7,0,70,16,0,3,0,51,2,0,238,7
1065,0,70,186,73,0,5,109,35,73,0,3,1,0,2,0,3,3,65,138,0,0,0,0,25,0,157,14,0,9,0,51,7,1,377,10
1066,3,68,214,75,0,2,105,36,54,0,2,1,0,0,0,3,3,63,187,0,0,0,1,6,0,72,21,0,6,0,34,1,0,240,13
1067,4,85,209,73,0,1,125,49,55,0,2,4,0,1,1,1,1,72,158,0,0,0,0,7,0,87,24,0,10,0,41,4,0,270,20
1068,2,83,175,58,0,2,102,34,37,0,2,2,0,1,0,0,4,69,135,0,0,0,0,7,0,74,32,0,10,0,40,5,1,232,12
1069,2,64,241,60,0,3,154,37,50,0,1,1,0,0,1,5,2,74,212,0,0,0,0,10,0,79,14,0,13,0,46,3,0,284,12
1070,3,64,189,64,0,4,181,42,32,0,3,1,0,0,0,2,6,62,164,0,0,0,0,6,0,60,18,0,4,0,39,4,0,283,13
1071,4,65,241,55,0,2,177,36,21,0,3,2,0,1,0,3,6,65,127,0,0,0,0,3,0,84,14,0,3,0,39,1,0,226,8
1072,2,72,204,75,0,5,117,47,33,0,0,0,0,1,2,1,3,57,133,0,0,0,0,12,0,63,22,0,9,0,50,4,0,268,5
1073,1,73,189,80,0,1,108,42,42,0,0,1,0,0,1,3,2,79,137,0,0,0,0,3,0,87,16,0,8,0,46,7,1,272,8
1074,4,71,226,72,0,3,118,43,41,0,3,2,0,2,1,1,2,54,111,0,0,0,1,4,0,75,24,0,2,0,52,7,1,293,10
1075,2,72,193,64,0,5,113,34,25,0,2,1,0,0,1,2,5,58,99,0,0,0,0,10,0,81,26,0,3,0,45,5,2,223,12
1076,0,75,209,60,0,3,109,44,38,0,3,3,0,1,0,3,4,79,121,0,0,0,0,7,0,62,15,0,4,0,46,5,3,252,9
1077,1,72,180,51,0,4,128,45,16,0,0,3,0,0,1,3,1,64,158,0,0,0,0,10,0,58,16,0,2,0,51,5,1,245,8
1078,0,57,191,40,0,6,106,42,23,0,0,0,0,1,0,3,2,58,146,0,0,0,0,7,0,70,36,0,6,0,46,2,1,221,12
1079,1,63,201,66,0,6,128,34,45,0,5,5,0,3,1,0,3,73,136,0,0,0,0,7,0,91,16,0,6,0,52,4,1,269,10
1080,1,60,201,75,0,3,107,51,41,0,1,1,0,1,0,2,3,54,157,0,0,0,0,5,0,69,20,0,2,0,34,4,0,235,16
1081,3,62,193,69,0,3,97,40,50,0,2,0,0,0,2,1,4,57,133,0,0,0,0,6,0,47,13,0,6,0,36,4,1,242,12
1082,2,65,181,75,0,4,124,47,39,0,0,0,0,2,0,2,1,60,103,0,0,0,0,4,0,91,25,1,4,0,52,2,0,234,11
1083,3,69,193,78,0,3,120,41,47,0,2,0,0,3,1,3,1,54,118,0,0,0,0,6,0,71,29,0,6,0,51,7,0,280,13
1084,4,62,210,66,0,3,151,42,38,0,0,0,0,1,0,3,0,54,134,0,0,0,0,10,0,67,10,0,4,0,59,4,1,275,8
1085,4,53,230,52,0,2,154,37,28,0,0,1,0,2,1,3,3,71,106,0,0,0,0,3,0,57,12,0,5,0,63,0,0,223,7
1086,6,68,167,84,0,4,123,42,51,0,2,1,0,0,1,1,1,63,108,0,0,0,0,5,0,66,19,0,5,0,50,5,1,264,13
1087,2,65,155,78,0,4,139,34,49,0,0,1,0,1,1,1,3,47,121,0,0,0,0,9,0,61,15,0,2,0,58,3,0,277,8
1088,0,52,163,84,0,1,105,24,26,0,3,0,0,0,0,3,0,59,83,0,0,0,0,7,0,70,10,0,2,0,37,5,1,223,5
1089,3,45,197,57,0,2,97,21,11,0,0,0,0,1,0,5,0,50,30,0,0,0,0,8,0,55,1,0,2,0,23,1,0,116,4
1090,6,69,188,57,0,2,121,29,33,0,3,1,0,0,0,3,0,64,112,0,0,0,0,10,0,69,9,0,4,0,42,1,0,193,9
1091,3,70,223,64,0,1,154,46,28,0,1,1,0,2,2,2,1,51,142,0,0,0,0,5,0,59,10,0,5,0,47,7,0,251,4
1092,3,65,240,49,0,4,161,41,14,0,0,1,0,0,0,2,0,69,122,0,0,0,0,4,0,101,10,0,3,0,55,3,0,214,8
1093,4,71,173,87,0,4,167,35,41,0,2,2,0,1,2,0,2,53,136,0,0,0,0,5,0,82,16,0,5,0,41,0,2,235,9
1094,0,65,167,61,0,1,134,44,39,0,0,6,0,0,1,2,1,69,155,0,0,0,0,7,0,89,16,0,5,0,54,3,1,226,14
1095,1,64,194,74,0,1,170,23,35,0,2,1,0,0,0,0,1,56,75,0,0,0,0,7,0,74,2,0,10,0,50,0,0,249,15
1096,5,90,373,45,0,44,202,33,58,0,0,0,0,1,0,5,6,51,112,0,0,0,0,122,0,153,4,0,5,0,37,40,1,449,55
1097,3,64,205,68,0,4,206,42,42,0,2,1,0,1,2,3,1,72,166,0,0,0,0,12,0,85,14,0,2,0,60,0,0,249,13
1098,2,55,203,56,0,6,148,36,42,0,1,0,0,2,1,1,3,60,163,0,0,0,0,6,0,74,24,0,3,0,41,4,0,243,9
1099,4,59,145,31,0,3,116,28,20,0,2,1,0,2,0,1,0,54,86,0,0,0,0,9,0,66,11,0,4,0,32,4,0,197,5
1100,1,51,149,61,0,3,77,42,37,0,1,2,0,1,0,0,1,48,113,0,0,0,0,8,0,74,10,0,8,0,42,3,0,199,10
1101,0,52,166,50,0,3,86,40,32,0,0,0,0,0,0,4,0,43,89,0,0,0,1,12,0,81,17,0,4,0,28,1,0,206,6
1102,0,59,167,50,0,3,89,42,22,0,2,0,0,1,2,1,2,64,144,0,0,0,0,4,1,87,16,0,11,0,45,2,0,202,7
1103,6,60,216,74,0,4,113,53,37,0,1,1,0,2,0,4,3,49,153,0,0,0,0,8,0,71,19,0,6,0,43,3,2,207,7
1104,2,70,205,72,0,3,100,54,36,0,1,0,0,1,0,4,2,71,149,0,0,0,0,11,0,86,12,0,14,0,48,3,2,270,13
1105,3,63,212,50,0,3,131,59,30,0,0,2,0,1,0,1,1,58,145,0,0,0,0,9,0,99,18,0,5,0,44,4,1,231,12
1106,4,55,209,30,0,1,132,44,26,0,0,2,0,0,0,1,2,55,145,0,0,0,0,6,0,77,19,0,7,0,31,3,0,177,3
1107,5,85,198,57,0,5,121,41,55,0,2,0,0,0,1,0,1,51,141,0,0,0,0,4,0,103,13,0,9,0,51,5,0,234,11
1108,3,78,208,87,0,2,119,47,45,0,0,1,0,1,2,0,2,45,154,0,0,0,0,5,0,75,23,0,7,0,33,3,1,199,14
1109,1,79,205,66,0,4,115,44,41,0,1,1,0,0,2,2,1,64,153,0,0,0,0,4,0,71,26,0,11,0,56,5,1,245,15
1110,2,76,222,64,0,2,103,49,49,0,1,1,0,0,1,2,1,61,175,0,0,0,0,7,0,90,43,0,8,0,50,6,0,235,17
1111,4,86,231,65,0,4,111,44,50,0,4,1,0,0,1,3,4,69,164,0,0,0,0,5,0,82,21,0,10,0,42,2,3,233,19
1112,3,67,223,32,0,4,143,45,35,0,1,2,0,3,1,0,2,58,186,0,0,0,0,7,0,90,27,0,5,0,58,2,0,216,13
1113,1,36,213,42,0,5,104,33,21,0,1,1,0,0,1,2,1,62,143,0,0,0,0,2,0,88,17,0,5,0,40,3,0,182,3
1114,4,41,167,58,0,0,114,47,38,0,0,1,0,1,1,2,1,58,159,0,0,0,0,8,0,103,16,0,4,0,27,3,1,194,9
1115,3,66,178,68,0,4,109,36,44,0,0,0,0,1,2,3,2,62,168,0,0,0,0,10,0,108,26,0,4,0,35,7,1,252,10
1116,2,78,176,73,0,1,103,49,38,0,1,2,0,2,0,2,3,48,153,0,0,0,0,3,0,98,16,1,4,0,46,3,0,223,21
1117,2,55,186,64,0,4,95,40,32,0,2,0,0,0,0,2,2,71,144,0,0,0,0,8,0,80,19,0,3,0,47,7,0,209,5
1118,4,65,215,78,0,3,110,43,44,0,1,2,0,1,3,2,4,65,194,0,0,0,0,12,0,95,17,0,2,0,39,6,0,225,15
1119,2,44,191,49,0,8,92,32,34,0,1,0,0,3,0,2,6,58,259,0,0,0,0,7,0,82,9,0,6,0,33,3,1,200,13
1120,0,53,180,42,0,5,120,34,26,0,0,0,0,0,0,0,8,48,162,0,0,0,0,7,0,90,14,0,10,0,33,4,0,184,2
1121,2,65,183,71,0,3,82,43,33,0,2,2,0,2,2,1,3,49,162,0,0,0,0,2,0,79,15,0,9,0,35,3,0,191,16
1122,3,63,196,48,0,2,88,49,40,0,2,2,0,0,3,1,4,62,146,0,0,0,0,5,0,102,17,0,6,0,35,2,1,171,7
1123,0,74,178,52,0,7,78,36,39,0,2,2,0,1,1,1,1,58,186,0,0,0,0,6,0,86,26,0,4,0,36,3,1,231,12
1124,0,55,176,52,0,7,86,44,34,0,0,0,0,1,2,3,0,54,137,0,0,0,0,5,0,66,12,0,5,0,33,3,1,195,9
1125,0,53,144,64,0,4,88,35,36,0,0,2,0,0,0,0,2,67,119,0,0,0,0,7,0,81,11,0,3,0,40,2,0,173,8
1126,2,62,176,39,0,4,101,47,24,0,2,0,0,1,1,0,2,53,189,0,0,0,0,11,0,102,7,0,7,0,35,2,0,151,7
1127,0,51,214,41,0,9,88,33,42,0,0,2,0,2,0,1,2,61,137,0,0,0,0,22,0,145,18,0,6,0,36,5,1,263,6
1128,3,71,201,60,0,4,87,46,52,0,2,2,0,0,2,3,1,58,174,0,0,0,0,11,0,90,8,0,5,0,36,4,3,228,8
1129,1,77,184,48,0,1,70,52,27,0,2,1,0,0,0,0,3,40,188,0,0,0,0,9,0,75,16,0,6,0,43,3,0,171,10
1130,2,58,187,51,0,1,83,42,44,0,1,0,0,1,1,2,1,41,225,0,0,0,0,12,0,84,18,0,6,0,32,4,1,235,12
1131,1,83,206,73,0,4,84,36,36,0,4,3,0,1,1,4,3,60,166,0,0,0,0,7,0,87,16,0,3,0,42,3,0,222,12
1132,4,73,227,53,0,4,120,39,39,0,1,0,0,2,2,1,1,70,248,0,0,0,0,9,0,94,24,0,10,0,28,3,2,201,11
1133,2,51,247,48,0,7,124,41,27,0,1,0,0,0,0,1,1,54,142,0,0,0,0,13,0,81,16,0,3,0,56,4,1,193,9
1134,2,51,222,34,0,7,106,46,25,0,0,4,0,0,0,0,4,61,140,0,0,0,0,10,0,70,14,0,8,0,26,1,0,146,4
1135,2,75,190,55,0,2,107,31,41,0,0,2,0,1,4,1,3,61,204,0,0,0,0,11,0,93,12,1,4,0,35,3,2,209,8
1136,2,73,190,67,0,2,82,56,31,0,1,1,0,3,1,2,2,47,183,0,0,0,0,8,0,108,20,0,8,0,28,6,1,211,6
1137,0,96,202,57,0,3,119,45,32,0,1,1,0,1,0,3,2,66,202,0,0,0,0,7,0,99,22,0,8,0,25,6,2,192,8
1138,3,52,167,56,0,4,93,51,34,0,0,0,0,1,0,2,2,50,180,0,0,0,0,9,0,81,10,0,6,0,29,4,0,204,10
1139,2,62,202,69,0,4,135,39,41,0,0,0,0,1,1,6,9,65,156,0,0,0,0,11,0,90,20,0,7,0,42,5,0,249,7
1140,1,56,217,38,0,7,152,31,30,0,0,1,0,3,1,3,1,47,157,0,0,0,0,10,0,101,13,0,6,0,33,6,1,233,6
1141,2,53,250,35,0,4,111,31,23,0,1,1,0,1,0,0,1,53,144,0,0,0,0,8,0,115,8,0,5,0,37,3,0,164,9
1142,4,47,165,51,0,7,94,34,32,0,0,1,0,1,3,0,2,64,125,0,0,0,0,9,0,82,11,0,4,0,36,2,0,200,14
1143,2,81,237,52,0,4,104,66,38,0,2,0,0,1,1,0,3,51,142,0,0,0,0,10,0,78,22,0,10,0,39,4,1,227,12
1144,2,84,225,60,0,3,116,55,34,0,1,0,0,0,1,5,2,59,184,0,0,0,0,8,0,75,19,0,8,0,35,5,0,230,13
1145,3,78,239,62,0,3,121,57,32,0,1,0,0,0,2,1,3,66,255,0,0,0,0,11,0,81,25,0,6,0,23,2,1,225,17
1146,1,82,209,60,0,4,141,54,36,0,0,1,0,2,1,2,3,58,194,0,0,0,0,18,0,93,19,0,10,0,33,4,1,256,9
1147,0,57,188,52,0,3,146,34,27,0,2,3,0,2,2,2,0,62,163,0,0,0,0,10,0,79,21,0,8,0,33,2,1,217,10
1148,5,70,244,52,0,1,137,40,19,0,3,2,0,0,1,2,3,65,171,0,0,0,0,14,0,83,11,0,8,0,33,2,0,184,7
1149,2,78,235,74,0,2,132,40,34,0,3,1,0,1,1,0,6,62,152,0,0,0,0,6,0,77,13,0,10,0,46,6,1,235,11
1150,6,70,248,68,0,2,122,46,34,0,1,1,0,1,1,1,3,58,191,0,0,0,0,7,0,89,21,0,7,0,29,11,0,224,11
1151,4,93,213,59,0,3,103,70,46,0,3,1,0,3,1,2,2,51,180,0,0,0,0,7,0,83,19,0,7,0,27,7,1,239,19
1152,3,99,204,63,0,7,125,59,44,0,6,2,0,1,0,2,3,64,173,0,0,0,0,4,0,84,22,0,6,0,44,7,0,227,14
1153,2,94,230,56,0,5,148,54,31,0,6,1,0,2,3,5,2,64,156,0,0,0,0,4,0,74,33,0,9,0,43,2,0,231,10
1154,4,63,254,48,0,3,153,44,24,0,0,1,0,3,1,2,4,56,158,0,0,0,0,9,0,86,34,0,7,0,27,9,1,245,9
1155,5,86,279,42,0,10,176,47,23,0,3,4,0,3,1,0,3,50,139,0,0,0,0,7,0,85,12,0,8,0,51,4,0,213,14
1156,1,88,197,53,0,5,147,50,65,0,1,2,0,3,2,3,1,60,199,0,0,0,0,16,0,124,12,0,9,0,48,5,1,330,10
1157,1,88,240,54,0,4,154,62,43,0,2,0,0,1,1,1,3,61,170,0,0,0,0,9,0,94,26,0,10,0,46,6,0,235,18
1158,3,93,219,63,0,3,125,67,52,0,6,0,0,1,1,4,3,71,153,0,0,0,0,11,0,82,26,0,10,0,40,5,3,234,12
1159,1,69,222,53,0,3,117,50,34,0,3,1,0,1,1,3,1,56,158,0,0,0,0,6,0,95,23,0,4,0,37,3,1,241,13
1160,1,86,231,73,0,2,162,40,43,0,3,2,0,1,1,4,1,70,196,0,0,0,0,8,0,75,16,0,11,0,37,5,0,281,21
1161,1,66,261,47,0,2,168,49,27,0,1,2,0,2,0,1,5,69,192,0,0,0,1,4,0,90,20,0,4,0,42,4,1,223,13
1162,2,59,237,41,0,6,155,40,24,0,0,2,0,1,0,0,2,59,149,0,0,0,0,6,0,98,15,1,2,0,39,3,1,205,8
1163,3,73,251,75,0,5,139,48,37,0,3,0,0,2,2,2,4,64,146,0,0,0,0,5,0,80,9,0,7,0,32,5,0,228,11
1164,2,95,210,60,0,5,152,47,33,0,1,0,0,2,1,1,4,53,199,0,0,0,0,6,0,106,20,0,7,0,32,6,2,207,15
1165,1,94,230,65,0,4,148,49,40,0,0,0,0,3,2,2,3,73,185,0,0,0,0,9,0,103,17,0,10,0,32,6,0,243,18
1166,1,87,219,50,0,6,140,45,28,0,1,2,0,2,1,2,1,45,221,0,0,0,0,2,0,99,25,0,2,0,31,11,1,231,10
1167,3,92,236,54,0,2,150,45,34,0,3,1,0,2,0,2,11,62,180,0,0,0,0,10,0,94,37,0,10,0,37,8,3,237,12
1168,1,64,224,52,0,4,152,48,33,0,2,2,0,0,2,0,11,53,162,0,0,0,0,8,0,104,19,0,10,0,54,3,0,234,7
1169,1,65,256,50,0,3,154,41,13,0,0,2,0,0,1,2,1,55,122,0,0,0,0,9,0,89,11,0,7,0,29,2,1,186,4
1170,1,69,211,63,0,2,143,43,52,0,3,1,0,1,1,2,6,73,144,0,0,0,0,8,0,85,15,0,7,0,48,4,2,255,6
1171,1,82,230,66,0,6,115,50,29,0,1,0,0,4,0,0,3,55,121,0,0,0,0,5,0,98,20,0,11,0,27,2,0,226,3
1172,6,101,224,69,0,3,121,43,35,0,1,4,0,1,1,2,4,69,180,0,0,0,1,5,0,107,22,0,10,0,34,4,2,256,13
1173,2,98,229,73,0,4,132,48,41,0,8,3,0,0,0,2,1,52,137,0,0,0,0,5,0,82,20,0,6,0,43,5,0,251,22
1174,2,84,301,87,0,3,172,39,41,0,1,0,0,2,1,4,3,65,172,0,0,0,0,13,0,82,14,0,6,0,41,3,0,266,9
1175,3,80,291,56,0,6,196,33,37,0,2,2,0,0,1,1,2,68,94,0,0,0,0,8,0,84,13,0,7,0,52,4,0,240,8
1176,3,57,229,49,0,5,131,49,19,0,1,2,0,1,2,0,2,70,142,0,0,0,0,5,0,96,16,0,3,0,35,3,2,192,5
1177,1,86,210,68,0,3,130,45,19,0,1,1,0,3,0,1,3,49,175,0,0,0,0,10,0,86,14,0,8,0,31,2,0,233,8
1178,3,94,289,56,0,7,158,59,33,0,4,4,0,2,1,0,2,68,173,0,0,0,1,9,0,89,23,0,8,0,38,5,1,256,12
1179,3,96,287,67,0,5,149,53,43,0,3,4,0,0,1,0,2,70,153,0,0,0,0,11,0,86,28,0,8,0,42,2,0,242,12
1180,3,114,280,71,0,5,163,54,36,0,1,0,0,2,4,2,0,60,206,0,0,0,0,9,0,81,25,0,12,0,41,8,0,263,23
1181,6,87,223,67,0,3,167,45,37,0,5,1,0,1,0,1,8,61,151,0,0,0,0,13,0,83,41,0,6,0,41,6,1,259,14
1182,3,86,274,55,0,2,210,42,30,0,3,0,0,1,0,1,7,57,170,0,0,0,0,11,0,81,38,0,6,0,55,7,0,248,8
1183,4,74,304,51,0,5,131,33,27,0,2,2,0,1,0,0,0,53,112,0,0,0,0,5,0,68,13,0,5,0,38,0,1,219,12
1184,1,90,266,69,0,3,153,57,56,0,4,2,0,3,3,3,3,64,147,0,0,0,0,6,0,94,17,0,9,0,46,5,1,257,14
1185,1,96,242,66,0,2,136,62,46,0,3,1,0,0,2,2,1,61,160,0,0,0,0,9,0,78,25,0,6,0,41,2,1,244,9
1186,2,71,234,52,0,1,126,58,36,0,2,0,0,1,1,2,0,62,151,0,0,0,0,8,0,82,26,0,7,0,40,5,0,263,23
1187,4,84,241,68,0,12,149,35,68,0,3,0,0,1,0,2,4,61,202,0,0,0,0,19,0,123,24,0,3,0,34,7,1,332,16
1188,2,89,265,61,0,1,124,48,40,0,4,0,0,0,0,2,2,89,181,0,0,0,0,8,0,88,41,0,8,0,42,5,0,246,14
1189,3,76,208,52,0,3,143,43,55,0,2,1,0,2,1,0,4,62,150,0,0,0,0,6,0,76,14,1,4,0,35,1,0,260,13
1190,0,57,244,39,0,2,139,45,32,0,1,1,0,0,0,3,0,65,161,0,0,0,0,12,0,88,20,0,3,0,39,3,0,208,8
1191,2,89,212,53,0,5,125,45,42,0,0,2,0,1,2,1,3,61,149,0,0,0,0,8,0,60,15,0,8,0,33,5,1,257,11
1192,0,98,277,44,0,2,142,48,30,0,7,3,0,1,2,2,5,58,226,0,0,0,0,7,0,63,28,0,10,0,33,4,0,250,16
1193,0,76,271,78,0,4,150,57,24,0,3,0,0,0,1,2,4,61,189,0,0,0,0,8,0,88,29,0,6,0,26,2,1,228,15
